HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.premise,Input.hypothesis,Input.cid,Input.hid,Answer.correct,Answer.incorrect,Answer.maybe,Answer.problems,Approve,Reject
329E6HTMSX4OWSA4J1AQC2RWZ2Z3KC,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:26 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:26 PDT 2020,,,3E1QT0TDFQBMDEOGLHPBENGFJGS8IL,A3EUGO4VR2N4G1,Approved,Fri Apr 17 12:35:51 PDT 2020,Fri Apr 17 14:54:37 PDT 2020,Sat Apr 18 14:54:37 PDT 2020,Sat Apr 18 14:54:44 PDT 2020,,,8326,100% (97/97),100% (97/97),100% (46/46),"Manufacturing sector wages will rise by an estimated 2.46 percent, while wages in the construction industry will rise by 2 percent; in the utilities sector, 1.58 percent; and in the mining and gravel industry, 0.75 percent.","The mining and construction industry sector saw 12 percent, while the manufacturing industry, service industry and wholesale and retail trade sector all saw bright prospects.",CNA_ENG_19990214.0009_2_1,CNA_ENG_20060314.0043_5_1,Manufacturing wages will rise the most.,Manufacturing wages are expected to decline by 5 percent.,The prices for raw materials are expected to rise.,{},,
32CAVSKPCFR6PL11QB09UWLX39IU17,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:34 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:34 PDT 2020,,,3KGTPGBS6YNG0QHRZH5ONZRNRAAU2X,A2M1CVZZJAN4T4,Approved,Fri Apr 17 08:59:40 PDT 2020,Fri Apr 17 09:53:08 PDT 2020,Sat Apr 18 09:53:08 PDT 2020,Sat Apr 18 09:53:44 PDT 2020,,,3208,100% (351/351),100% (56/56),100% (56/56),"On the Neubaugasse, there's the Jugendstilgalerie Neubau, whose display room is filled with gleaming cherry- wood furniture and accessories in the Jugendstil, or Art Nouveau, style.","Up close, the Jugendstil spider-web pane above the door, decorated shutters and curved windows with wood-carved frames betray past glory.",WPB_ENG_20100216.0012_9_1,WPB_ENG_20101220.0011_0_1,The Jugendstil style is also known as Art Nouveau.,There's no furniture in the display room of the Jugendstilgalerie Neubau.,The display room in the Jugendstilgalerie Neubau has furniture and accessories in many different styles.,{},,
32CXT5U14H5O0LLMPW9O9685HFOU8R,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:36 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:36 PDT 2020,,,3EKVH9QMEZ6UJO65DMFZDZNZ5C4D2Z,A3EUGO4VR2N4G1,Approved,Fri Apr 17 14:00:31 PDT 2020,Fri Apr 17 18:10:18 PDT 2020,Sat Apr 18 18:10:18 PDT 2020,Sat Apr 18 18:10:44 PDT 2020,,,14987,100% (97/97),100% (97/97),100% (46/46),"Slim, with white hair, he looked fit and alert as he expounded his much-debated view that the earliest known civilizations in Mesopotamia, Egypt, China and the Mediterranean sailed in reed ships, as depicted in their ancient art.","Egypt having been plundered in previous installments, the action moves to China, where the ancient kill-crazy Emperor Han (Jet Li) has been dug up along with his terra-cotta army.",APW_ENG_20020418.1846_17_0,NYT_ENG_20080801.0084_1_1,Slim appeared to be in good health.,The ancient art depicted the early civilizations rowing in wood ships.,Slim was in good health because he rows on the lake everyday for an hour.,{},,
32LAQ1JNTAR7Y5DASUKJ024SVS9TUF,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:33 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:33 PDT 2020,,,34YB12FSQZQN2CKPPUZRYT4UO95MGD,A1E77HZO63E334,Approved,Fri Apr 17 15:49:30 PDT 2020,Fri Apr 17 15:51:45 PDT 2020,Sat Apr 18 15:51:45 PDT 2020,Sat Apr 18 15:52:44 PDT 2020,,,135,100% (61/61),100% (61/61),100% (61/61),"Of course, these results don't mean that Obama won't win over white working-class voters.","Axelrod argued that, given time, Obama can win over white working-class men.",LTW_ENG_20080513.0007_11_0,LTW_ENG_20080317.0047_28_0,Obama is trying to win over working-class voters.,Obama is not running for office.,Obama has been successful winning over working-class voters.,{},,
32PT7WK7DNHGIM4URKO38PW6FT23DZ,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:23 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:23 PDT 2020,,,3DOCMVPBTOGZUMMBOZRM1S2RUAINN1,A1BWS5AD2T4NIR,Approved,Fri Apr 17 12:05:31 PDT 2020,Fri Apr 17 12:24:53 PDT 2020,Sat Apr 18 12:24:53 PDT 2020,Sat Apr 18 12:25:44 PDT 2020,,,1162,100% (2/2),100% (2/2),100% (2/2),"``They already made the decision that cages are all bad, so any increase to the space in a cage is not going to please special advocacy groups,'' she said, adding that it will be up to individual producers to decide how they want to treat chickens.","Some vehicles and gear will be sold or donated to the Iraqis, she said, because it would not be cost-effective to ship back.",APW_ENG_20030127.0093_13_0,LTW_ENG_20090814.0095_10_0,"Chickens will be treated at the discretion of individual producers, despite what may please special advocacy groups.",Special advocacy groups will be pleased with an increase in space in cages by individual producers for chickens.,Individual producers will try to please special advocacy groups by increasing space in cages.,{},,
32TMVRKDGO0PJNR7AQI6W2ABI2148F,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:37 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:37 PDT 2020,,,3Z2R0DQ0JIGZBUK59HQJJH5K5O52EH,A1SX8IVV82M0LW,Approved,Fri Apr 17 14:00:43 PDT 2020,Fri Apr 17 14:15:20 PDT 2020,Sat Apr 18 14:15:20 PDT 2020,Sat Apr 18 14:15:44 PDT 2020,,,877,100% (1369/1369),100% (130/130),100% (130/130),"Just as the Democratic ticket has been continually and unembarrassedly changing its ideological and political clothes in public ever since the congressional elections of 1994, so Dole (who has made some similar changes of his own) has been conducting less of a campaign than a public town meeting among his advisers, and also among his own various instincts and predilections.","The drug control office has had a history of being nonpartisan, and a 1994 law bans the agency's officials from engaging in political activities even on their own time.",LTW_ENG_19961013.0001_3_1,LTW_ENG_20070718.0121_5_0,The Democratic ticket has constantly changed their ideologies over the past century.,Dole is running as a Republican.,Dole has been running a casual presidential campaign.,{},,
32TZXEA1OMM78N7MB59RHSN34WV14S,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:27 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:27 PDT 2020,,,3WYP994K18TLZ0KXWKEGGXEC33NY6G,AYJGQBBK6KXZ7,Approved,Fri Apr 17 09:45:51 PDT 2020,Fri Apr 17 13:17:22 PDT 2020,Sat Apr 18 13:17:22 PDT 2020,Sat Apr 18 13:17:44 PDT 2020,,,12691,100% (50/50),100% (50/50),100% (50/50),"More abstractly, the war would seem to sound death knells for the notion of an ``African renaissance,'' pushed with special vigor over the last few years by the United States and derided by many less optimistic outsiders.","The last few years have been particularly turbulent for the CYA, with independent experts criticizing almost every aspect of its operations, including the use of force by staff.",NYT_ENG_19990213.0046_1_0,LTW_ENG_20050516.0002_16_0,"The United States and outsiders disagree about the sustainability of an ""African renaissance"" due to the war.",There are many outsiders who are incredibly enthusiastic about the current war and its impact.,"The United States have something to gain from the specific outcome of a war in Africa, despite complaints from outsiders.",{},,
32TZXEA1OMM78N7MB59RHSN34WV41V,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:34 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:34 PDT 2020,,,30LB5CDZNDCQQF8NQH0IL3DNWU60Z9,A1945USNZHTROX,Approved,Fri Apr 17 08:59:44 PDT 2020,Fri Apr 17 10:03:21 PDT 2020,Sat Apr 18 10:03:21 PDT 2020,Sat Apr 18 10:03:44 PDT 2020,,,3817,100% (253/253),100% (40/40),100% (40/40),"He has a politician's gift for appearing open while answering only the questions he wants to answer, along with an almost over-the-top humility about being, at 51, the youngest chief justice since John Marshall, and he offers a reassuring middle ground between those worried about threats to judicial independence and those alarmed by activist judges.",Mittendorff said he worries about fellow troopers encountering greater danger now that their coded language has been stripped bare for anyone with a police scanner to understand.,LTW_ENG_20061121.0040_4_0,LTW_ENG_20061114.0063_22_0,To avoid looking bad he chooses the questions that he wants to answer and ignores those that could be bad.,He has said that he was the oldest chief justice that was seated.,He has promised to be an impartial judge and judge cases on their merit not with political motivations.,{},,
334ZEL5JX7HB60GY783KRRGHBN7OS8,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:33 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:33 PDT 2020,,,35LDD5557B6S4YG8FLK6WLWNVOVKMJ,A1SX8IVV82M0LW,Approved,Fri Apr 17 09:03:38 PDT 2020,Fri Apr 17 12:25:43 PDT 2020,Sat Apr 18 12:25:43 PDT 2020,Sat Apr 18 12:25:44 PDT 2020,,,12125,100% (1369/1369),100% (130/130),100% (130/130),"U.S. President Barack Obama arrives in Saudi Arabia on Wednesday morning, on his first leg of a landmark Middle East trip to reach out to Muslims and promote peace efforts in the region.",The request by three Democratic legislators coincided with President Barack Obama's visit to Saudi Arabia and Egypt this week to shore up beleaguered US relations with Muslims worldwide.,XIN_ENG_20090603.0010_0_0,AFP_ENG_20090603.0052_1_0,Barack Obama arrived in Saudi Arabia on Wednesday.,Barack Obama crashed in Saudi Arabia on Wednesday.,Obama is arriving in Saudi Arabia first to appease the Muslims.,{},,
336OE47KI3MZ3164SPZZJ8DADT0WVX,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:35 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:35 PDT 2020,,,33C7UALJVM0BD8SIDA45MOZT2D5188,A1SX8IVV82M0LW,Approved,Fri Apr 17 08:59:50 PDT 2020,Fri Apr 17 10:44:19 PDT 2020,Sat Apr 18 10:44:19 PDT 2020,Sat Apr 18 10:44:44 PDT 2020,,,6269,100% (1369/1369),100% (130/130),100% (130/130),"Michael Levi, senior follow for energy and the environment at the Council on Foreign Relations, wrote in an e-mail that while ""most of the important work of cutting emissions will be driven outside the U.N. process,"" the Cancun agreement ""should be applauded not because it solves everything, but because it chooses not to: it focuses on those areas where the U.N. process has the most potential to be useful, and avoids others where the U.N. process is a dead end.""","The Hadron is cheaper because it will use existing facilities, notably the huge tunnel built for an existing center accelerator, and because the Hadron energy is considerably smaller than was the target of the superconducting super collider.",WPB_ENG_20101211.0022_10_0,LTW_ENG_19961002.0030_2_1,Michael Levi wrote an e-mail talking about cutting emissions.,The Cancun agreement is widely accepted by the UN.,Michael Levi condemns the Cancun Agreement.,{},,
337F8MIIM0F71YM4FM5R3N4TZ4P40S,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:34 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:34 PDT 2020,,,3BEFOD78W7V7QWR5UTXQP47RY23M4T,A3EUGO4VR2N4G1,Approved,Fri Apr 17 14:00:05 PDT 2020,Fri Apr 17 16:00:18 PDT 2020,Sat Apr 18 16:00:18 PDT 2020,Sat Apr 18 16:00:44 PDT 2020,,,7213,100% (97/97),100% (97/97),100% (46/46),"In addition to on-board temperature checks, Taiwan has also installed temperature sensors at the immigration counters at its airports to monitor inbound passengers, particularly those from North America, Hong Kong and about a dozen other countries that have reported cases of flu A(H1N1) infections.","In the past, Taiwan was only able to obtain information on outbreaks of communicable diseases or emergencies in the region, including in China and Hong Kong, on a secondhand basis.",CNA_ENG_20090504.0023_7_0,CNA_ENG_20090504.0028_10_0,Taiwan is checking the temperature of passengers entering the area.,Taiwan banned passengers from North America and Hong Kong from entering the area.,These measures caused the number of infections in Taiwan to drop.,{},,
338431Z1FMHZ5LGLSJ3F1HBLPLOORK,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:33 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:33 PDT 2020,,,3WLEIWSYHPJBV4B7ZIYP4K2XX28H2J,A243X2Y9HP7630,Approved,Fri Apr 17 10:04:01 PDT 2020,Fri Apr 17 11:31:57 PDT 2020,Sat Apr 18 11:31:57 PDT 2020,Sat Apr 18 11:32:44 PDT 2020,,,5276,100% (366/366),100% (35/35),100% (35/35),"Arnold Schwarzenegger's foreign birth might bar him from a 2008 White House run, but that won't stop him from muscling into a leading role in the race to choose America's next president.","Biden's words from a year ago, when he was still in the race himself for the Democratic White House nomination, threaten to haunt him now.",AFP_ENG_20070227.0106_0_0,AFP_ENG_20080823.0503_9_0,Arnold Schwarzenegger was born outside of the US.,Arnold Schwarzenegger was born in the USA.,Arnold Schwarzenegger ran for the US white house.,{},,
338431Z1FMHZ5LGLSJ3F1HBLPLORON,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:34 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:34 PDT 2020,,,3MTMREQS4WKIXX107WD4B5VIOEDWA5,A1SX8IVV82M0LW,Approved,Fri Apr 17 08:59:40 PDT 2020,Fri Apr 17 10:09:39 PDT 2020,Sat Apr 18 10:09:39 PDT 2020,Sat Apr 18 10:09:45 PDT 2020,,,4199,100% (1369/1369),100% (130/130),100% (130/130),"In fact, the board looks a lot like the system it was designed to replace: slow to act, veiled in secrecy and weak _ or weak willed.","""It was designed to have a quick bite in the morning, or cocktails.""",WPB_ENG_20100709.0059_3_0,NYT_ENG_20070905.0003_19_1,The board is perceived as slow and weak.,The board is perceived as fast and strong.,The board was designed to look like the system.,{},,
33BFF6QPI2DFRS4L8FTT0DLRM97W30,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:23 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:23 PDT 2020,,,3BWI6RSP7HB6XVHBFT7EF8MSG22E7G,A1E77HZO63E334,Approved,Fri Apr 17 11:34:39 PDT 2020,Fri Apr 17 11:38:44 PDT 2020,Sat Apr 18 11:38:44 PDT 2020,Sat Apr 18 11:39:44 PDT 2020,,,245,100% (61/61),100% (61/61),100% (61/61),Top seed Andy Roddick and amazing newcomer John Isner booked an all-American final at the ATP Washington Classic with tension-filled triumphs Saturday in which each set was decided by tie-breakers.,"The men's side held truer to form, when top seed Rocky Carson and second seed Jack Huczek won their semifinal matches early Thursday afternoon to set up an all-American final.",AFP_ENG_20070805.0384_0_0,CNA_ENG_20090723.0044_4_0,Andy Roddick was the top seed in the ATP Washington Classic.,John Isner dominated Roddick during their match.,Andy Roddick won the final match.,{},,
