,WorkTimeInSecon,Worker,flip-class,hypoID,hypothesis,mask-type,model-label,orig-prob,premID,premise,response,model-wrong
153,297.0,A2EI075XZT9Y2S,Certain-Flip,29573.0,Findings of interest are not always identified before case studies are done.,data-slices,neutral,1.0,54375.0,"After identifying the findings of particular interest, case studies would be conducted in sites selected to maximize the ability to get the specific understanding required.",neutral,False
153,297.0,A2EI075XZT9Y2S,Uncertain-Same,29574.0,Findings of particular interest should be identified before case studies are done.,data-slices,contradiction,1.0,54375.0,"After identifying the findings of particular interest, case studies would be conducted in sites selected to maximize the ability to get the specific understanding required.",entailment,True
153,297.0,A2EI075XZT9Y2S,Uncertain-Flip,29578.0,Findings of interest should be identified before case studies are done.,data-slices,entailment,1.0,54375.0,"After identifying the findings of particular interest, case studies would be conducted in sites selected to maximize the ability to get the specific understanding required.",entailment,False
240,847.0,A30HUZHJBOX1LK,Uncertain-Flip,30311.0,ounce pieces of mail could be shipped cheaply by private carriers.,data-slices,contradiction,0.99,55826.0,"23 Competitors understand clearly that 15-ounce pieces of saturation mail can be carried privately for less than Standard-A rates, while 4-ounce pieces cannot.",neutral,True
240,847.0,A30HUZHJBOX1LK,Certain-Same,30312.0,ounce pieces of mail could be shipped for less than 4-ounce by private carriers.,data-slices,entailment,0.99,55826.0,"23 Competitors understand clearly that 15-ounce pieces of saturation mail can be carried privately for less than Standard-A rates, while 4-ounce pieces cannot.",neutral,True
240,847.0,A30HUZHJBOX1LK,Uncertain-Flip,30313.0,ounce pieces of mail could be carried cheaply by private carriers.,data-slices,contradiction,0.99,55826.0,"23 Competitors understand clearly that 15-ounce pieces of saturation mail can be carried privately for less than Standard-A rates, while 4-ounce pieces cannot.",neutral,True
240,847.0,A30HUZHJBOX1LK,Uncertain-Same,30316.0,ounce pieces of mail could be carried for less by private carriers.,data-slices,entailment,0.99,55826.0,"23 Competitors understand clearly that 15-ounce pieces of saturation mail can be carried privately for less than Standard-A rates, while 4-ounce pieces cannot.",neutral,True
159,1057.0,A30HUZHJBOX1LK,Uncertain-Flip,32219.0,Styles Court was not always owned by Mr. Cavendish.,data-slices,entailment,1.0,59229.0,"Their country-place, Styles Court, had been purchased by Mr. Cavendish early in their married life. ",entailment,False
159,1057.0,A30HUZHJBOX1LK,Uncertain-Flip,32223.0,Styles Court was not all owned by Mr. Cavendish.,data-slices,neutral,1.0,59229.0,"Their country-place, Styles Court, had been purchased by Mr. Cavendish early in their married life. ",contradiction,True
159,1057.0,A30HUZHJBOX1LK,Uncertain-Same,32225.0,Styles Court was not at one point owned by Mr. Cavendish.,data-slices,contradiction,1.0,59229.0,"Their country-place, Styles Court, had been purchased by Mr. Cavendish early in their married life. ",contradiction,False
159,1057.0,A30HUZHJBOX1LK,Certain-Same,32226.0,Styles Court was no longer at all owned by Mr. Cavendish.,data-slices,contradiction,1.0,59229.0,"Their country-place, Styles Court, had been purchased by Mr. Cavendish early in their married life. ",neutral,True
186,779.0,A2C84POENS2UNY,Uncertain-Same,32688.0,Intake practices were phenomenal and more steps were need to help it improve.,data-slices,contradiction,1.0,60153.0,"In 2002, we took the steps to encourage their growth and improvement through a program letter outlining what we believe to be model intake practices.",neutral,True
186,779.0,A2C84POENS2UNY,Uncertain-Flip,32690.0,Intake practices were bad and steps were need to help it improve.,data-slices,neutral,1.0,60153.0,"In 2002, we took the steps to encourage their growth and improvement through a program letter outlining what we believe to be model intake practices.",neutral,False
186,779.0,A2C84POENS2UNY,Uncertain-Flip,32692.0,"Intake practices were phenomenal in 2002, so steps were need to help it improve.",data-slices,neutral,1.0,60153.0,"In 2002, we took the steps to encourage their growth and improvement through a program letter outlining what we believe to be model intake practices.",neutral,False
186,779.0,A2C84POENS2UNY,Certain-Same,32693.0,Intake practices were phenomenal and more changes were need to help it improve.,data-slices,contradiction,1.0,60153.0,"In 2002, we took the steps to encourage their growth and improvement through a program letter outlining what we believe to be model intake practices.",neutral,True
285,1107.0,A30HUZHJBOX1LK,Certain-Flip,35290.0,We need to assess the risk of people losing their jobs.,data-slices,neutral,0.96,65256.0,"This requires determining which laws, regulations, and other compliance requirements are significant to the audit objectives and assessing the risk that significant noncompliance could occur.",neutral,False
285,1107.0,A30HUZHJBOX1LK,Uncertain-Flip,35291.0,We need to assess the risk of people leaving their jobs.,data-slices,contradiction,0.96,65256.0,"This requires determining which laws, regulations, and other compliance requirements are significant to the audit objectives and assessing the risk that significant noncompliance could occur.",neutral,True
285,1107.0,A30HUZHJBOX1LK,Uncertain-Flip,35292.0,We need to assess the risk of people quitting their jobs.,data-slices,contradiction,0.96,65256.0,"This requires determining which laws, regulations, and other compliance requirements are significant to the audit objectives and assessing the risk that significant noncompliance could occur.",neutral,True
285,1107.0,A30HUZHJBOX1LK,Uncertain-Same,35294.0,We need to assess the risk of people just not doing their jobs.,data-slices,entailment,0.96,65256.0,"This requires determining which laws, regulations, and other compliance requirements are significant to the audit objectives and assessing the risk that significant noncompliance could occur.",neutral,True
249,488.0,A2EI075XZT9Y2S,Uncertain-Flip,35412.0,They're bragging because they don't seem to have any damage at all.,data-slices,entailment,0.98,65448.0,"They don't seem to have the damage they claim they have, and they're bragging about it.",contradiction,True
249,488.0,A2EI075XZT9Y2S,Certain-Same,35414.0,They're bragging about them not having any damage at all.,data-slices,contradiction,0.98,65448.0,"They don't seem to have the damage they claim they have, and they're bragging about it.",contradiction,False
249,488.0,A2EI075XZT9Y2S,Uncertain-Same,35415.0,They're bragging about not having any damage at this point.,data-slices,contradiction,0.98,65448.0,"They don't seem to have the damage they claim they have, and they're bragging about it.",contradiction,False
249,488.0,A2EI075XZT9Y2S,Uncertain-Same,35416.0,They're bragging about not having any.,data-slices,contradiction,0.98,65448.0,"They don't seem to have the damage they claim they have, and they're bragging about it.",contradiction,False
273,1937.0,A2C84POENS2UNY,Uncertain-Same,37294.0,Courts inquire into validity of cases that cannot be pursued.,data-slices,neutral,0.96,68991.0,"It is not the mandated, nondistortable function of the courts to inquire into all serious questions of statutory validity in all cases.",contradiction,True
273,1937.0,A2C84POENS2UNY,Uncertain-Flip,37298.0,Courts inquire into validity of statutory questions in all cases cannot be pursued.,data-slices,contradiction,0.96,68991.0,"It is not the mandated, nondistortable function of the courts to inquire into all serious questions of statutory validity in all cases.",contradiction,False
273,1937.0,A2C84POENS2UNY,Uncertain-Flip,37300.0,Courts inquire into validity of cases because serious cases cannot be pursued.,data-slices,contradiction,0.96,68991.0,"It is not the mandated, nondistortable function of the courts to inquire into all serious questions of statutory validity in all cases.",contradiction,False
192,1111.0,A2C84POENS2UNY,Uncertain-Same,38251.0,The Covered Market is more interesting than the one in Istanbul.,data-slices,contradiction,1.0,70716.0,"Beyond the caravanserai is the town's Covered Market, which is as interesting to explore as Istanbul's.",contradiction,False
192,1111.0,A2C84POENS2UNY,Uncertain-Same,38253.0,The Covered Market in the town is less boring than the one in Istanbul.,data-slices,contradiction,1.0,70716.0,"Beyond the caravanserai is the town's Covered Market, which is as interesting to explore as Istanbul's.",contradiction,False
192,1111.0,A2C84POENS2UNY,Certain-Same,38254.0,The Covered Market in the town is more boring than the one in Istanbul.,data-slices,contradiction,1.0,70716.0,"Beyond the caravanserai is the town's Covered Market, which is as interesting to explore as Istanbul's.",contradiction,False
192,1111.0,A2C84POENS2UNY,Uncertain-Flip,38255.0,The Covered Market is better than the one in Istanbul.,data-slices,neutral,1.0,70716.0,"Beyond the caravanserai is the town's Covered Market, which is as interesting to explore as Istanbul's.",contradiction,True
237,2015.0,A2EI075XZT9Y2S,Uncertain-Same,39520.0,We try and get donations in certain locations.,data-slices,entailment,0.99,73132.0,We do not solicit donations in locations where we have not received written confirmation of compliance.,neutral,True
237,2015.0,A2EI075XZT9Y2S,Certain-Same,39522.0,We do not get donations in certain locations.,data-slices,entailment,0.99,73132.0,We do not solicit donations in locations where we have not received written confirmation of compliance.,entailment,False
237,2015.0,A2EI075XZT9Y2S,Uncertain-Flip,39524.0,We always try and get donations in certain locations.,data-slices,neutral,0.99,73132.0,We do not solicit donations in locations where we have not received written confirmation of compliance.,neutral,False
237,2015.0,A2EI075XZT9Y2S,Uncertain-Flip,39525.0,We do try and get donations in certain locations.,data-slices,neutral,0.99,73132.0,We do not solicit donations in locations where we have not received written confirmation of compliance.,neutral,False
228,923.0,A2EI075XZT9Y2S,Uncertain-Same,39879.0,"Microsoft has a big share of the market, but has very few critics despite this fact.",data-slices,contradiction,0.99,73740.0,Microsoft's critics point out that Windows has 90 percent of the OS market.,neutral,True
228,923.0,A2EI075XZT9Y2S,Certain-Flip,39880.0,"Microsoft has a big share of the market, but has not won any awards despite this fact.",data-slices,neutral,0.99,73740.0,Microsoft's critics point out that Windows has 90 percent of the OS market.,neutral,False
228,923.0,A2EI075XZT9Y2S,Uncertain-Flip,39881.0,"Microsoft has a big share of the market, according to critics despite this fact.",data-slices,entailment,0.99,73740.0,Microsoft's critics point out that Windows has 90 percent of the OS market.,entailment,False
228,923.0,A2EI075XZT9Y2S,Certain-Flip,39884.0,"Microsoft has a big share of the market, but has been criticized for this fact.",data-slices,entailment,0.99,73740.0,Microsoft's critics point out that Windows has 90 percent of the OS market.,neutral,True
195,396.0,A2EI075XZT9Y2S,Uncertain-Same,40473.0,The pirates were at port and chose to patrols patrol the ocean.,data-slices,contradiction,1.0,74881.0,He also had orang laut pirates patrolling the seas to extort tribute from passing ships.,neutral,True
195,396.0,A2EI075XZT9Y2S,Certain-Same,40474.0,The pirates were at port and chose to watch the ocean.,data-slices,contradiction,1.0,74881.0,He also had orang laut pirates patrolling the seas to extort tribute from passing ships.,contradiction,False
195,396.0,A2EI075XZT9Y2S,Uncertain-Same,40475.0,The pirates were at port and were paid to patrol the ocean.,data-slices,contradiction,1.0,74881.0,He also had orang laut pirates patrolling the seas to extort tribute from passing ships.,neutral,True
195,396.0,A2EI075XZT9Y2S,Uncertain-Flip,40476.0,The pirates were at port and would patrol the ocean.,data-slices,neutral,1.0,74881.0,He also had orang laut pirates patrolling the seas to extort tribute from passing ships.,neutral,False
252,1675.0,A2C84POENS2UNY,Uncertain-Flip,41772.0,German told the redhead the linemen would not catch him there.,data-slices,neutral,0.98,77492.0,German agreed but told the redhead he'd better get out of there when the linemen came out.,contradiction,True
252,1675.0,A2C84POENS2UNY,Certain-Flip,41775.0,German told the redhead that the linemen would not catch him there.,data-slices,neutral,0.98,77492.0,German agreed but told the redhead he'd better get out of there when the linemen came out.,contradiction,True
252,1675.0,A2C84POENS2UNY,Uncertain-Same,41776.0,German told the redhead the linemen better get out of there.,data-slices,entailment,0.98,77492.0,German agreed but told the redhead he'd better get out of there when the linemen came out.,contradiction,True
252,1675.0,A2C84POENS2UNY,Certain-Flip,41777.0,German told the redhead the linemen might not catch him there.,data-slices,neutral,0.98,77492.0,German agreed but told the redhead he'd better get out of there when the linemen came out.,contradiction,True
258,1027.0,A30HUZHJBOX1LK,Certain-Same,42249.0,Grover Cleveland admitted to having a child with a woman he wasn't married to.,data-slices,entailment,0.98,78385.0,"In 1884, a Victorian electorate shrugged off Grover Cleveland's confessed paternity of an out-of-wedlock son.",entailment,False
258,1027.0,A30HUZHJBOX1LK,Uncertain-Flip,42252.0,Grover Cleveland admitted to having a child with a woman he used to be married to.,data-slices,neutral,0.98,78385.0,"In 1884, a Victorian electorate shrugged off Grover Cleveland's confessed paternity of an out-of-wedlock son.",contradiction,True
258,1027.0,A30HUZHJBOX1LK,Uncertain-Flip,42253.0,Grover Cleveland admitted to having a child with a woman he was engaged to.,data-slices,neutral,0.98,78385.0,"In 1884, a Victorian electorate shrugged off Grover Cleveland's confessed paternity of an out-of-wedlock son.",neutral,False
258,1027.0,A30HUZHJBOX1LK,Uncertain-Same,42254.0,Grover Cleveland admitted to having a child with a woman he was.,data-slices,entailment,0.98,78385.0,"In 1884, a Victorian electorate shrugged off Grover Cleveland's confessed paternity of an out-of-wedlock son.",neutral,True
297,1007.0,A30HUZHJBOX1LK,Uncertain-Flip,43364.0,Sgt. Drew clarified that he had been in the army.,data-slices,entailment,0.95,80496.0,"Sergeant. Drew corrected automatically and then asked:""How did you know I'd been in the army?"" ",entailment,False
297,1007.0,A30HUZHJBOX1LK,Uncertain-Same,43367.0,Sgt. Drew clarified that he had always been in the army.,data-slices,contradiction,0.95,80496.0,"Sergeant. Drew corrected automatically and then asked:""How did you know I'd been in the army?"" ",contradiction,False
297,1007.0,A30HUZHJBOX1LK,Certain-Flip,43369.0,Sgt. Drew clarified that he had served in the army.,data-slices,entailment,0.95,80496.0,"Sergeant. Drew corrected automatically and then asked:""How did you know I'd been in the army?"" ",entailment,False
213,775.0,A30HUZHJBOX1LK,Certain-Same,43471.0,Gang violence in these areas does not extend to street murders.,data-slices,contradiction,0.99,80637.0,for the for the gang violence the uh the street murders so to speak i don't think it is,contradiction,False
213,775.0,A30HUZHJBOX1LK,Uncertain-Flip,43472.0,Gang violence in these areas may include street murders.,data-slices,entailment,0.99,80637.0,for the for the gang violence the uh the street murders so to speak i don't think it is,entailment,False
213,775.0,A30HUZHJBOX1LK,Uncertain-Flip,43473.0,Gang violence in these areas does not always include street murders.,data-slices,neutral,0.99,80637.0,for the for the gang violence the uh the street murders so to speak i don't think it is,neutral,False
213,775.0,A30HUZHJBOX1LK,Uncertain-Same,43476.0,Gang violence in these areas does not lead to street murders.,data-slices,contradiction,0.99,80637.0,for the for the gang violence the uh the street murders so to speak i don't think it is,contradiction,False
174,946.0,A30HUZHJBOX1LK,Uncertain-Flip,44323.0,I know they will be able to review the transcript.,data-slices,neutral,1.0,82142.0,and maybe they can ask for a review of the transcript,contradiction,True
174,946.0,A30HUZHJBOX1LK,Uncertain-Same,44324.0,I know they will ask for someone to review the transcript.,data-slices,contradiction,1.0,82142.0,and maybe they can ask for a review of the transcript,neutral,True
174,946.0,A30HUZHJBOX1LK,Uncertain-Flip,44326.0,I know they will want to be able to review the transcript.,data-slices,neutral,1.0,82142.0,and maybe they can ask for a review of the transcript,neutral,False
174,946.0,A30HUZHJBOX1LK,Certain-Same,44327.0,I know they will never be able to review the transcript.,data-slices,contradiction,1.0,82142.0,and maybe they can ask for a review of the transcript,contradiction,False
156,86.0,A2EI075XZT9Y2S,Uncertain-Flip,46343.0,The better machines cost less money because they're designed better.,data-slices,contradiction,1.0,85671.0,oh do they probably the more you pay though the better the machine you have,contradiction,False
156,86.0,A2EI075XZT9Y2S,Uncertain-Same,46348.0,The better machines cost more money because they.,data-slices,neutral,1.0,85671.0,oh do they probably the more you pay though the better the machine you have,neutral,False
156,86.0,A2EI075XZT9Y2S,Certain-Same,46351.0,The better machines cost more money because they're.,data-slices,neutral,1.0,85671.0,oh do they probably the more you pay though the better the machine you have,neutral,False
156,86.0,A2EI075XZT9Y2S,Uncertain-Flip,46357.0,The better machines cost less because they're designed better.,data-slices,contradiction,1.0,85671.0,oh do they probably the more you pay though the better the machine you have,contradiction,False
264,476.0,A2EI075XZT9Y2S,Certain-Same,48582.0,Nepal had no borders before the treaty was signed.,data-slices,neutral,0.97,89635.0,The peace treaty signed at Segauli established Nepal's borders pretty much as they are today.,neutral,False
264,476.0,A2EI075XZT9Y2S,Uncertain-Flip,48583.0,Nepal had no distinct borders when the treaty was signed.,data-slices,contradiction,0.97,89635.0,The peace treaty signed at Segauli established Nepal's borders pretty much as they are today.,neutral,True
264,476.0,A2EI075XZT9Y2S,Uncertain-Same,48585.0,Nepal had distinct borders before the treaty was signed.,data-slices,neutral,0.97,89635.0,The peace treaty signed at Segauli established Nepal's borders pretty much as they are today.,neutral,False
264,476.0,A2EI075XZT9Y2S,Uncertain-Same,48587.0,Nepal had set its borders before the treaty was signed.,data-slices,neutral,0.97,89635.0,The peace treaty signed at Segauli established Nepal's borders pretty much as they are today.,neutral,False
219,1424.0,A2C84POENS2UNY,Certain-Same,50947.0,It will take a very long time after issuance or release for the GAO to send out copies of its reports.,data-slices,contradiction,0.99,93689.0,GAO will provide electronic copies of reports to agencies upon issuance or release.,neutral,True
219,1424.0,A2C84POENS2UNY,Uncertain-Flip,50948.0,It will take a very long time for the GAO to send out copies of its reports.,data-slices,neutral,0.99,93689.0,GAO will provide electronic copies of reports to agencies upon issuance or release.,neutral,False
219,1424.0,A2C84POENS2UNY,Uncertain-Flip,50949.0,It will take a very long time for the GAO to sent out copies of its reports.,data-slices,neutral,0.99,93689.0,GAO will provide electronic copies of reports to agencies upon issuance or release.,neutral,False
219,1424.0,A2C84POENS2UNY,Uncertain-Same,50950.0,It will take a very long period for the GAO to send out copies of its reports.,data-slices,contradiction,0.99,93689.0,GAO will provide electronic copies of reports to agencies upon issuance or release.,neutral,True
234,390.0,A2EI075XZT9Y2S,Uncertain-Same,53875.0,Employees at higher levels of experience participate in improving operations performance.,data-slices,neutral,0.99,99411.0,Employees at all levels of high-performing organizations participate in--and have a stake in--improving operational and program performance to achieve results.,entailment,True
234,390.0,A2EI075XZT9Y2S,Certain-Flip,53876.0,Employees at higher levels of experience participate only in improving operations performance.,data-slices,contradiction,0.99,99411.0,Employees at all levels of high-performing organizations participate in--and have a stake in--improving operational and program performance to achieve results.,contradiction,False
234,390.0,A2EI075XZT9Y2S,Uncertain-Same,53877.0,Employees at higher levels of experience have a stake in improving operations performance.,data-slices,neutral,0.99,99411.0,Employees at all levels of high-performing organizations participate in--and have a stake in--improving operational and program performance to achieve results.,entailment,True
234,390.0,A2EI075XZT9Y2S,Uncertain-Flip,53879.0,Employees at higher levels of experience are involved in improving operations performance.,data-slices,entailment,0.99,99411.0,Employees at all levels of high-performing organizations participate in--and have a stake in--improving operational and program performance to achieve results.,entailment,False
